2	64
4	103
6	20
8	91
10	26
12	54
14	16
16	44
18	5
20	21
22	3
24	52
26	3
28	29
30	7
32	55
34	6
36	18
38	5
40	28
42	7
44	17
46	4
48	37
50	7
52	10
54	5
56	16
60	6
62	2
64	12
66	3
68	4
70	6
72	20
76	5
78	1
80	9
82	2
84	1
86	1
88	11
92	4
94	1
96	21
100	5
104	7
108	3
110	2
112	12
114	1
116	2
118	1
120	4
124	6
126	1
128	11
132	2
134	1
136	3
140	5
144	14
148	6
150	2
152	11
154	1
156	4
158	1
160	12
162	2
164	7
168	10
172	2
176	10
178	1
180	4
184	3
190	2
192	10
196	4
198	1
200	1
204	1
206	2
208	7
210	1
212	2
214	1
216	7
220	3
224	3
228	5
230	1
232	4
236	1
238	1
240	14
244	1
248	1
252	1
256	5
260	1
264	4
272	1
278	1
280	7
282	3
288	4
290	1
292	2
296	4
298	1
300	3
304	2
306	1
312	4
316	1
320	3
322	1
332	2
336	5
342	2
344	3
352	3
354	1
360	1
368	1
372	1
384	4
390	1
394	1
414	1
416	9
418	1
424	1
432	1
436	1
442	1
456	2
468	2
470	1
472	3
476	2
480	5
488	1
492	1
496	2
502	1
504	1
508	1
512	1
528	2
532	1
536	1
552	2
576	1
584	1
592	1
600	1
608	1
624	1
630	1
638	1
640	2
646	1
648	1
656	1
672	2
700	1
704	2
708	1
720	1
724	1
736	1
744	1
748	1
752	1
760	1
768	1
784	1
788	1
800	1
808	2
812	1
816	1
832	1
840	1
852	1
876	1
880	1
896	1
912	1
936	1
1008	1
1100	1
1104	1
1112	1
1120	1
1132	1
1136	2
1144	1
1152	2
1160	1
1212	1
1256	1
1260	1
1296	2
1300	1
1308	1
1316	1
1352	2
1368	1
1440	1
1464	1
1512	2
1600	2
1656	1
1704	1
1728	2
1864	1
1872	1
1920	2
1984	1
2256	1
2328	1
2400	1
2704	1
2800	1
3106	1
3120	2
3168	1
3312	1
3920	1
3960	1
3968	1
4032	1
4984	1
5088	1
6360	1
6624	1
8160	1
10560	1
14400	1
40320	1
