0	16983
2	6380
4	10692
6	5069
8	9495
10	3690
12	6946
14	2700
16	7295
18	2339
20	4646
22	1993
24	5671
26	1592
28	3443
30	1558
32	4297
34	1476
36	2773
38	1232
40	3299
42	1078
44	2253
46	1031
48	3362
50	940
52	1749
54	822
56	2568
58	757
60	1664
62	754
64	2298
66	610
68	1416
70	608
72	1913
74	613
76	1232
78	566
80	1980
82	540
84	1078
86	499
88	1397
90	480
92	910
94	409
96	1657
98	411
100	906
102	411
104	1140
106	433
108	776
110	375
112	1276
114	304
116	696
118	320
120	1073
122	306
124	721
126	293
128	964
130	288
132	627
134	254
136	836
138	247
140	605
142	242
144	981
146	240
148	566
150	245
152	708
154	225
156	486
158	239
160	776
162	221
164	462
166	185
168	716
170	180
172	416
174	196
176	661
178	162
180	424
182	177
184	509
186	155
188	315
190	153
192	716
194	155
196	365
198	128
200	489
202	151
204	335
206	120
208	544
210	119
212	291
214	152
216	488
218	114
220	331
222	111
224	467
226	115
228	280
230	120
232	363
234	93
236	267
238	105
240	527
242	87
244	247
246	97
248	379
250	100
252	222
254	96
256	360
258	98
260	237
262	72
264	359
266	72
268	210
270	102
272	398
274	75
276	214
278	77
280	321
282	72
284	184
286	75
288	379
290	64
292	197
294	76
296	258
298	75
300	180
302	56
304	316
306	71
308	136
310	64
312	255
314	72
316	150
318	77
320	244
322	80
324	144
326	51
328	193
330	53
332	149
334	61
336	301
338	47
340	113
342	57
344	227
346	47
348	135
350	44
352	237
354	52
356	116
358	52
360	243
362	55
364	124
366	53
368	177
370	49
372	109
374	47
376	168
378	53
380	108
382	49
384	291
386	44
388	97
390	53
392	175
394	49
396	101
398	31
400	174
402	33
404	89
406	38
408	163
410	46
412	97
414	33
416	195
418	41
420	101
422	40
424	133
426	28
428	108
430	29
432	229
434	37
436	87
438	30
440	126
442	31
444	75
446	35
448	129
450	23
452	96
454	29
456	152
458	24
460	60
462	20
464	139
466	29
468	83
470	21
472	126
474	22
476	76
478	26
480	195
482	25
484	48
486	17
488	90
490	22
492	62
494	22
496	135
498	23
500	60
502	24
504	95
506	21
508	72
510	17
512	98
514	21
516	54
518	21
520	106
522	24
524	59
526	25
528	136
530	29
532	72
534	16
536	82
538	19
540	63
